NIMSPContributorID	NIMSPContributorName	CRPOrgID	CRPOrgName	NIMSPTotalDollars	CRPTotalDollars	CombinedTotalDollars	NIMSPIndustryName
13675	LEVINE STALLER SKLAR CHAN BROWN & DONNELLY			25000	0	25000	Lawyers & Lobbyists
13693	LIEBER 2012			25000	0	25000	Uncoded
13713	LIPSON GROUP			25000	0	25000	Securities & Investment
13787	LOVE FROM ABOVE			25000	0	25000	Pro-Life
13821	LUSAMERICA FOODS INC			25000	0	25000	Uncoded
13894	MAMMOTH LAKES FOUNDATION			25000	0	25000	Uncoded
13925	MARILYN MONROE LLC			25000	0	25000	Uncoded
13943	MARMON WATER LLC			25000	0	25000	Uncoded
13964	MARY CROWLEY CANCER RESEARCH CENTER			25000	0	25000	Pharmaceuticals & Health Products
13995	MAYRICH CO			25000	0	25000	Miscellaneous Business
14041	MCGUIRE FOR SHERIFF 2007, LEO			25000	0	25000	Candidate Committees
14048	MCKENZIE CHARITABLE FOUNDATION			25000	0	25000	Nonprofit Institutions
14118	MERRIMAN CURHAN FORD & CO			25000	0	25000	Uncoded
14151	MICHALIK BROTHERS LLC			25000	0	25000	Uncoded
14275	MITCHELL WILLIAMS SELIG GATES & WOODWARD			25000	0	25000	Lawyers & Lobbyists
14286	MOLINARO, FRIENDS OF M J			25000	0	25000	Candidate Committees
14354	MTERRA VENTURES			25000	0	25000	Securities & Investment
14418	NATIONAL HUNTINGTON BANK			25000	0	25000	Uncoded
14455	NEVADA JUSTICE FUND			25000	0	25000	Leadership PACs
14551	NEWHOUSE BROADCASTING CORP			25000	0	25000	Telecom Services & Equipment
14592	NO VI LEADERSHIP FUND			25000	0	25000	Leadership PACs
14599	NON-SECURE PROGRAMS INC			25000	0	25000	Miscellaneous Business
14685	OGDEN CAMPAIGN, STEVE			25000	0	25000	Candidate Committees
14778	OPBIZ			25000	0	25000	Gambling & Casinos
14795	ORCHARD VALLEY HARVEST INC			25000	0	25000	Uncoded
14848	OUTDOOR MEDIA INC			25000	0	25000	Business Services
14982	PEELER FOR SENATE			25000	0	25000	Candidate Committees
15035	PERIMETER COMMUNITY IMPROVEMENT DISTRICT			25000	0	25000	Uncoded
15090	PHOENIX GROUP PAC			25000	0	25000	Uncoded
15111	PINELLAS COUNTY EXECUTIVE CMTE			25000	0	25000	Party Committees
15199	PREIT LP			25000	0	25000	Real Estate
15246	PROGRESSIVE COMPUTER LLC			25000	0	25000	Uncoded
15397	RECAF			25000	0	25000	Uncoded
15433	REINHARDT & ANDERSON			25000	0	25000	Lawyers & Lobbyists
15502	RICHARD & ROCHELLE SELLERS SELLERS FAMILY TRUST			25000	0	25000	Uncoded
15538	RIME COMPANIES			25000	0	25000	Real Estate
15565	ROBERT K UTLEY III INVESTMENTS			25000	0	25000	Securities & Investment
15650	RUDDICK CORP			25000	0	25000	Miscellaneous Manufacturing & Distributing
15702	SALAMANDER HOSPITALITY			25000	0	25000	Hospitals & Nursing Homes
15716	SAMUEL FRANKEL IRREVOC TRUST			25000	0	25000	Uncoded
15744	SANDOVAL, FRIENDS OF MARTIN			25000	0	25000	Candidate Committees
15764	SARR GROUP			25000	0	25000	Investment Holding Companies
15767	SAUNDERS KARP & MEGRUE			25000	0	25000	Lawyers & Lobbyists
15827	SCMA PROPERTY CO			25000	0	25000	No Employer Listed or Found
15951	SIGNAL ELECTRIC INC			25000	0	25000	Uncoded
15972	SJ STRATEGIC INVESTMENTS			25000	0	25000	Securities & Investment
16043	SOUND FUNDING			25000	0	25000	Uncoded
16122	SRS INSURANCE SERVICES INC			25000	0	25000	Uncoded
16163	STATE CENTER FEDERATION OF TEACHERS			25000	0	25000	Public Sector Unions
16183	STEPHEN T BENETO DBA BENETO TANK LINES			25000	0	25000	Oil & Gas
16292	SUNSTONE PARTNERS LLC			25000	0	25000	Uncoded
16294	SUPERIOR PINE PRODUCTS COMPANY-ANDY STONE			25000	0	25000	Uncoded
16361	TAYLOR CAMPAIGN ACCOUNT, ADAM			25000	0	25000	Candidate Committees
16363	TAYLOR FOR CONGRESS			25000	0	25000	Candidate Committees
16384	TEAM HEALY 2005			25000	0	25000	Candidate Committees
16507	THE FRESHWATER SOCIETY			25000	0	25000	Uncoded
16583	TJ JERGER MGA LLC			25000	0	25000	Uncoded
16659	TRIVAC CORP			25000	0	25000	Miscellaneous Services
16743	UNIVERSAL COMPUTER SYSTEMS			25000	0	25000	Computer Equipment & Services
16755	UNIVERSITY OF NEBRASKA FOUNDATION			25000	0	25000	Education
16922	W & D LEASING LLC			25000	0	25000	Uncoded
16987	WASHINGTON JEFFERSON FAIR PAC			25000	0	25000	Uncoded
17010	WATER EXPLORATION CO			25000	0	25000	Water Utilities
17011	WATER FRONT PROPERTIES LLC			25000	0	25000	Uncoded
17019	WATSON FOR ASSEMBLY, ELECTION FUND OF BONNIE			25000	0	25000	Candidate Committees
17109	WHITE, FRIENDS OF JESSE			25000	0	25000	Candidate Committees
17160	WILMORITE MANAGEMENT GROUP LLC			25000	0	25000	Real Estate
17235	WRIGLEY CO			25000	0	25000	Food & Beverage
17238	WTC MANAGEMENT & DEVELOPMENT			25000	0	25000	Uncoded
17278	ZBB ENERGY CORP			25000	0	25000	Uncoded
0		D000022263	Springfield Financial Co	0	25000	25000	Uncoded
0		D000027289	Louisiana Sheriff's Assn	0	25000	25000	Uncoded
0		D000027462	Maverick PAC	0	25000	25000	Uncoded
0		D000027855	National Ground Water Assn	0	25000	25000	Uncoded
0		D000028842	Russell Corp	0	25000	25000	Uncoded
0		D000030245	Syndetics Inc	0	25000	25000	Business Services
0		D000030457	Tom Feeney for Congress	0	25000	25000	Uncoded
0		D000030508	Transflorida	0	25000	25000	Real Estate
0		D000030519	Trench Shoring Co                       	0	25000	25000	General Contractors
0		D000030743	US Senate Republican Policy Cmte	0	25000	25000	Conservative Policy Organization
0		D000031162	WRPS Lp	0	25000	25000	Uncoded
0		D000031318	Aderco Enterprises	0	25000	25000	Uncoded
0		D000031341	Aeart Properties	0	25000	25000	Real Estate
0		D000031501	American Senior Communities	0	25000	25000	Uncoded
0		D000031527	Amni International Petroleum	0	25000	25000	Oil & Gas
0		D000031532	Anadarko Minerals	0	25000	25000	Oil & Gas
0		D000031621	Armored Wolf	0	25000	25000	Securities & Investment
0		D000031896	Bella Automotive Group	0	25000	25000	Automotive
0		D000031939	Best Lab Deals Inc	0	25000	25000	Uncoded
0		D000032191	Burlingame Industries	0	25000	25000	Miscellaneous Manufacturing & Distributing
0		D000032236	California Leukemia Study	0	25000	25000	Uncoded
0		D000032361	Carolinas Medical Alliance	0	25000	25000	Hospitals & Nursing Homes
0		D000032575	Ciciora Custom Homes	0	25000	25000	Uncoded
0		D000032754	Colony Hotel	0	25000	25000	Uncoded
0		D000032864	Cooper Standard Auto	0	25000	25000	Automotive
0		D000033436	Empire Resorts	0	25000	25000	Uncoded
0		D000033772	FountainGlen Properties	0	25000	25000	Real Estate
0		D000033967	GBPR Ltd	0	25000	25000	Uncoded
0		D000033975	GDE Hennessy Simmons	0	25000	25000	Securities & Investment
0		D000033990	General Real Estate Corp	0	25000	25000	Real Estate
0		D000034021	Georgians for Isakson	0	25000	25000	Uncoded
0		D000034049	Giffels Management Russia	0	25000	25000	Real Estate
0		D000034256	H&S International	0	25000	25000	Pharmaceuticals & Health Products
0		D000034397	Heather Wilson for Congress	0	25000	25000	Uncoded
0		D000034489	Hj Asphalt	0	25000	25000	Building Materials & Equipment
0		D000034688	Insignia Financial Group	0	25000	25000	Uncoded
0		D000034742	Investors Realty Inc	0	25000	25000	Uncoded
0		D000034839	Jerry Weller for Congress	0	25000	25000	Uncoded
0		D000034861	Jim Ramstad Volunteer Cmte	0	25000	25000	Uncoded
0		D000034980	Kadi Enterprises	0	25000	25000	Food Processing & Sales
0		D000034989	Kalorama Partners	0	25000	25000	Uncoded
0		D000035021	Kazimir Partners	0	25000	25000	Securities & Investment
0		D000035086	Kid Showbiz Magazine	0	25000	25000	Printing & Publishing
0		D000035131	Kiwi Challenge	0	25000	25000	Recreation & Live Entertainment
0		D000035400	Lincoln Square Capital	0	25000	25000	Securities & Investment
0		D000035545	Maestas & Ward Commercial Real Estate	0	25000	25000	Real Estate
0		D000035656	Marwich Group	0	25000	25000	Uncoded
0		D000035797	Mercator Advisors	0	25000	25000	Miscellaneous Finance
0		D000036047	Multicultural Radio	0	25000	25000	TV & Movie Production/Distribution
0		D000036230	Nisqually Indian Tribe	0	25000	25000	Uncoded
0		D000036234	NL Adams MD & Assoc	0	25000	25000	Health Professionals
0		D000036279	Norwood for Congress	0	25000	25000	Uncoded
0		D000036481	Palisade Capital Management	0	25000	25000	Securities & Investment
0		D000036762	Porfin	0	25000	25000	Retail Sales
0		D000036892	Q Lending	0	25000	25000	Securities & Investment
0		D000036895	Qatalyst Group	0	25000	25000	Business Services
0		D000036947	Rally Capital	0	25000	25000	Securities & Investment
0		D000037023	Reinhart Companies	0	25000	25000	Uncoded
0		D000037060	Resource One Consulting	0	25000	25000	Business Services
0		D000037110	Richmm1 Park Capital	0	25000	25000	Miscellaneous Finance, Insurance & Real Estate
0		D000037118	Riester Advertising	0	25000	25000	Business Services
0		D000037224	Rose Packing Co	0	25000	25000	Food Processing & Sales
0		D000037644	Smooth Daddy	0	25000	25000	TV & Movie Production/Distribution
0		D000043214	Poling & Bacon	0	25000	25000	Uncoded
0		D000043221	Rohl Co	0	25000	25000	Miscellaneous Services
0		D000043636	Plains Capital Corp	0	25000	25000	Commercial Banks
0		D000043665	Shotgun Creek Wireless	0	25000	25000	Uncoded
0		D000044018	Roger, Ferris & Partners	0	25000	25000	Construction Services
0		D000044143	Maggie Ferrari Jewelry Design	0	25000	25000	Uncoded
0		D000044178	McGriff, Seibels & Williams	0	25000	25000	Insurance
0		D000044492	Temple Group	0	25000	25000	Business Services
1464	KP KAUFFMAN CO	D000035178	KP Kauffman Co	400	24600	25000	Oil & Gas
11719	DISTAFANO, FRIENDS OF JIM			24995.22	0	24995.22	Candidate Committees
14436	NEBRASKA TELECOMMUNICATIONS ASSOCIATION			24976.77	0	24976.77	Telecom Services & Equipment
11331	CONSOLIDATED COMMUNICATIONS			24975	0	24975	Telecom Services & Equipment
13477	KNOPF ASSOCIATES INC			24975	0	24975	Lawyers & Lobbyists
15625	ROSS COUNTY DEMOCRATIC PARTY			24961.9	0	24961.9	Party Committees
12848	HILLTOWN CROSSING			24950	0	24950	Real Estate
15823	SCHWARTZ & ASSOCIATES			24950	0	24950	Lawyers & Lobbyists
0		D000033647	Fieldale Farms	0	24950	24950	Uncoded
0		D000037524	Shenango Inc	0	24950	24950	Uncoded
0		D000043669	Lyster Watson & Co                      	0	24950	24950	Securities & Investment
0		D000043759	Butcher Management	0	24950	24950	Oil & Gas
0		D000043869	Village Green                           	0	24950	24950	Real Estate
0		D000043929	Administrative Office of the US Courts	0	24950	24950	Civil Servants/Public Officials
10882	CAPRA FOR CITY COUNCIL, JOHN			24947.52	0	24947.52	Candidate Committees
10868	CAPITAL CITY ASSOCIATES			24926.37	0	24926.37	Lawyers & Lobbyists
6423	CONSTRUCTION INDUSTRY CMTE			24916	0	24916	General Contractors
0		D000030478	Torys LLP	0	24908	24908	Savings & Loans
16854	VIRGINIA CHAMBER OF COMMERCE			24905	0	24905	Business Associations
13627	LEADERSHIP FOR TOMORROW FUND			24900	0	24900	Leadership PACs
0		D000029970	CSL Behring	0	24900	24900	Uncoded
0		D000033437	Emson	0	24900	24900	Computer Equipment & Services
0		D000043611	Nia Group	0	24900	24900	Insurance
0		D000043735	Hill Brothers Construction	0	24900	24900	General Contractors
0		D000043871	Weber Distribution	0	24895	24895	Miscellaneous Transport
0		D000044411	FBR Capital Markets	0	24875	24875	Miscellaneous Finance, Insurance & Real Estate
0		D000043926	Berklee College of Music	0	24869	24869	Education
12603	GREENLICK FOR STATE LEGISLATURE, MITCH			24850	0	24850	Candidate Committees
13253	JAMES R VANNOY & SONS CONSTRUCTION			24850	0	24850	General Contractors
0		D000021645	Coventry Health Care	0	24850	24850	Uncoded
0		D000032071	Bowen Engineering	0	24850	24850	Uncoded
0		D000037747	St Elizabeths Hospital	0	24811	24811	Hospitals & Nursing Homes
10411	BLACK CAR PAC			24800	0	24800	Miscellaneous Transport
13069	ILLINOIS COIN MACHINE OPERATORS ASSOCIATION			24800	0	24800	Retail Sales
14000	MBNA			24800	0	24800	Commercial Banks
16992	WASHINGTON SCHOOL ADMINISTRATORS PAC			24800	0	24800	Education
0		D000030244	Symbolic Systems Inc	0	24800	24800	Computer Equipment & Services
0		D000037209	Romel Enterprises	0	24800	24800	Uncoded
0		D000037303	Ruxton Tower	0	24800	24800	Real Estate
0		D000043509	USA Healthcare	0	24800	24800	Hospitals & Nursing Homes
0		D000043637	Blue Wave Strategies	0	24800	24800	Environmental Services & Equipment
0		D000043674	Luce Forward	0	24800	24800	Lawyers & Lobbyists
0		D000044115	Gersh Agency	0	24800	24800	TV & Movie Production/Distribution
0		D000044170	Herrington Inc	0	24800	24800	Business Services
0		D000030200	Super Bakery	0	24794	24794	Food Processing & Sales
16166	WASHINGTON STATE REPUBLICAN CAMPAIGN CMTE			24793.44	0	24793.44	Party Committees
11896	EL PASO ELECTRIC			24780.06	0	24780.06	Electric Utilities
13131	INDIANA HARDWOOD LUMBERMENS ASSOCIATION			24775	0	24775	Building Materials & Equipment
0		D000043474	Thomas Weisel Partners	0	24766	24766	Securities & Investment
8187	NONPARTISAN CITIZENS FOR BUSINESS EXPANSION			24755.52	0	24755.52	Business Associations
13124	INDIANA AMUSEMENT & MUSIC OPERATORS ASSOCIATION			24750	0	24750	Recreation & Live Entertainment
14236	MISSISSIPPI COALITION FOR PROGRESS			24750	0	24750	Other/Single Issue Groups
16126	ST JOHN PROPERTIES INC			24750	0	24750	Real Estate
16643	TRI-STATE RACE TRACK			24750	0	24750	Gambling & Casinos
0		D000037441	Scribe Strategies & Advisors	0	24750	24750	Uncoded
0		D000043458	Buchalter Nemer	0	24750	24750	Lawyers & Lobbyists
0		D000043879	R&S Investment Properties	0	24732	24732	Real Estate
14493	NEW MILLENNIUM BUILDING SYSTEMS			24700	0	24700	Building Materials & Equipment
15641	RQAW CONSULTING ENGINEERS & ARCHITECTS			24700	0	24700	Construction Services
0		D000032320	Caprock Group	0	24700	24700	Securities & Investment
0		D000034802	Janssen & Spaans Engineering	0	24700	24700	Uncoded
0		D000037131	Riverbend Energy Partners	0	24700	24700	Uncoded
0		D000043557	Munder Capital	0	24700	24700	Miscellaneous Finance, Insurance & Real Estate
0		D000043949	City of Hampton, VA	0	24699	24699	Civil Servants/Public Officials
0		D000030566	Tsi	0	24690	24690	Uncoded
0		D000044365	Cochran Firm	0	24681	24681	Lawyers & Lobbyists
17129	WILDBERGER, CMTE TO ELECT ED			24675	0	24675	Candidate Committees
11073	CITI RESTAURANT & BAR			24661.44	0	24661.44	Food & Beverage
0		D000043485	Rayburn Music	0	24659	24659	TV & Movie Production/Distribution
6527	DELAWARE CITIZENS FOR ECONOMIC DEVELOPMENT			24655.52	0	24655.52	Business Associations
14993	PENNECO OIL			24650	0	24650	Oil & Gas
0		D000025188	Crowe Horwath	0	24650	24650	Uncoded
8181	NEXSEN PRUET JACOBS & POLLARD			24647.86	0	24647.86	Lawyers & Lobbyists
8988	SPARTANBURG COUNTY REPUBLICAN PARTY			24647.12	0	24647.12	Party Committees
5572	25TH DEMOCRATIC LEGISLATIVE DISTRICT CMTE			24625	0	24625	Party Committees
14226	MINNESOTA TELECOM ALLIANCE			24625	0	24625	Telecom Services & Equipment
6350	COLORADO TRIAL LAWYERS ASSOCIATION			24600	0	24600	Lawyers & Lobbyists
8073	NEW CASTLE COUNTY DEMOCRATIC CMTE			24600	0	24600	Party Committees
13274	JEFFRIES FOR ASSEMBLY 2008, KEVIN			24600	0	24600	Candidate Committees
14606	NORTH CAROLINA MANUFACTURED & MODULAR HOMEBUILDERS ASSOCIATION			24600	0	24600	Home Builders
14683	OFFICE TIGER			24600	0	24600	Retail Sales
0		D000023997	American Quarter Horse Assn	0	24600	24600	Uncoded
0		D000030453	Tokutek Inc	0	24600	24600	Computer Equipment & Services
0		D000031466	American Bank	0	24600	24600	Uncoded
0		D000031640	Arthur Bell Assoc	0	24600	24600	Accountants
0		D000032121	Bridgecreek Realty	0	24600	24600	Real Estate
0		D000032214	C-Note Management	0	24600	24600	Business Services
0		D000032860	Cooper Communities	0	24600	24600	Real Estate
0		D000032866	Cooper, Love & Jackson	0	24600	24600	Uncoded
0		D000034453	Hfi LLC	0	24600	24600	Automotive
0		D000034835	Jepson Assoc	0	24600	24600	Business Services
0		D000035304	Leanin Tree Inc	0	24600	24600	Printing & Publishing
0		D000036010	Morris Graham Assoc	0	24600	24600	Business Services
0		D000036852	Province Healthcare	0	24600	24600	Hospitals & Nursing Homes
0		D000037266	Rshf LLC	0	24600	24600	Securities & Investment
0		D000037677	Sotheby's Realty	0	24600	24600	Real Estate
0		D000044003	Auric Technology	0	24600	24600	Computer Equipment & Services
901	ELLICOTT DEVELOPMENT	D000033412	Ellicott Development	250	24350	24600	Real Estate
12137	FLETCHER FOR ASSEMBLY, ESTHER			24577.07	0	24577.07	Candidate Committees
14540	NEW YORK STATE TELECOMMUNICATIONS ASSOCIATION			24572.92	0	24572.92	Telecom Services & Equipment
0		D000043902	Carleton College	0	24565	24565	Education
15896	SENTINEL TECH HOLDING CORP			24550	0	24550	Computer Equipment & Services
0		D000031586	Applied Companies	0	24550	24550	Uncoded
0		D000037342	Sam Kane Beef Processors	0	24550	24550	Uncoded
0		D000043502	Independent Management Services	0	24546	24546	Real Estate
12266	FOSTER SWIFT COLLINS & SMITH			24545.5	0	24545.5	Lawyers & Lobbyists
0		D000032649	Clayton Assoc	0	24520	24520	Uncoded
16184	STEPHENS COMMITTEEMAN FUND, BRADLEY			24513.93	0	24513.93	Candidate Committees
6042	BONE MCALLESTER NORTON PLLC			24500	0	24500	Lawyers & Lobbyists
7073	HERBST GAMING			24500	0	24500	Gambling & Casinos
7249	IOWA-NEBRASKA EQUIPMENT DEALERS ASSOCIATION			24500	0	24500	Building Materials & Equipment
9770	ABBATE FOR ASSEMBLY, PETER			24500	0	24500	Candidate Committees
9996	AMICK FARMS			24500	0	24500	Poultry & Eggs
11623	DELTA HEALTH GROUP			24500	0	24500	Hospitals & Nursing Homes
12039	FAIRFAX COUNTY CHAMBER OF COMMERCE			24500	0	24500	Business Associations
12435	GERHARDT, CMTE TO ELECT SUSAN			24500	0	24500	Candidate Committees
12685	HAL C AGUIRRE CO			24500	0	24500	Uncoded
12755	HAVERSTICK GOVERNMENT SOLUTIONS			24500	0	24500	Miscellaneous Defense
13272	JEFFERSON PAC			24500	0	24500	Business Associations
14510	NEW YORK FILM PAC			24500	0	24500	TV & Movie Production/Distribution
14619	NORTH DAKOTA REPUBLICAN HOUSE CAUCUS			24500	0	24500	Party Committees
15213	PRIEGUEZ & WEEMS LLC			24500	0	24500	Lawyers & Lobbyists
16278	SUMTER REAL ESTATE HOLDINGS			24500	0	24500	Gambling & Casinos
16692	TUSK & TRUNK CLUB			24500	0	24500	Conservative Policy Organization
17163	WILSON FOR SENATE, RUSTY			24500	0	24500	Candidate Committees
0		D000027895	National Tooling & Machining Assn	0	24500	24500	Uncoded
0		D000028937	School Nutrition Assn	0	24500	24500	Uncoded
0		D000029751	Washington Partners	0	24500	24500	Uncoded
0		D000037619	Skyway Luggage	0	24500	24500	Uncoded
0		D000043943	EOG Resources	0	24500	24500	Oil & Gas
0		D000043979	High Impact Solutions LLC	0	24500	24500	Business Services
0		D000044471	Annie E Casey Foundation	0	24498	24498	Nonprofit Institutions
13828	LYKAM, FRIENDS OF JIM			24475	0	24475	Candidate Committees
0		D000032724	Cohen Mohr LLP	0	24470	24470	Lawyers & Lobbyists
0		D000031784	Balser Companies	0	24464	24464	Uncoded
7822	MINNEAPOLIS TEACHERS RETIREMENT FUND ASSOCIATION			24455	0	24455	Public Sector Unions
0		D000034676	Innovative Defense Strategies	0	24450	24450	Uncoded
8705	RHODE ISLAND MEDICAL SOCIETY			24445	0	24445	Health Professionals
0		D000030905	Wardrobe Stylist	0	24432	24432	Miscellaneous Manufacturing & Distributing
0		D000032211	C&C Technologies	0	24420	24420	Uncoded
9484	WESTAR ENERGY			24400	0	24400	Electric Utilities
11147	CMTE FOR A BETTER FUTURE			24400	0	24400	Candidate Committees
12358	GAINSBURGH BENJAMIN DAVID MEUNIER & WARSHAUER			24400	0	24400	Lawyers & Lobbyists
16266	SUGAR CREEK REALTY			24400	0	24400	Real Estate
0		D000031843	Bathgate, Wegener & Wolf	0	24400	24400	Uncoded
0		D000035913	Millstone Co	0	24400	24400	Uncoded
0		D000036158	Nephila Capital	0	24400	24400	Securities & Investment
0		D000043723	Care Group	0	24370	24370	Hospitals & Nursing Homes
5842	ARKANSAS FOREST & PAPER COUNCIL			24350	0	24350	Forestry & Forest Products
12843	HILL, CITIZENS FOR CALVIN			24350	0	24350	Candidate Committees
14344	MOUNTAINEER RACETRACK & GAMING RESORT			24350	0	24350	Gambling & Casinos
0		D000032202	Business Roundtable	0	24350	24350	Uncoded
0		D000033480	EOP Architects	0	24350	24350	Construction Services
0		D000035378	Liberty USA	0	24350	24350	Food Processing & Sales
3092	AMERICAN LUNG ASSOCIATION			24309.16	0	24309.16	Health & Welfare Policy
11432	CR&R INC			24300	0	24300	Uncoded
12871	HODGE CAMPAIGN, TERRI			24300	0	24300	Candidate Committees
0		D000026247	Golden Peanut Co	0	24300	24300	Uncoded
0		D000030337	Terrence P Bean Pc	0	24300	24300	Real Estate
0		D000033156	DFB Pharmaceuticals	0	24300	24300	Pharmaceuticals & Health Products
0		D000037087	Ric-Man Construction	0	24300	24300	General Contractors
0		D000044049	Pi Capital	0	24300	24300	Miscellaneous Finance, Insurance & Real Estate
0		D000044346	Professional Group	0	24300	24300	Special Trade Contractors
0		D000035850	Michael Morse Pc	0	24290	24290	Lawyers & Lobbyists
16735	UNITED NEW YORK AMBULANCE NETWORK			24270	0	24270	Health Services
12326	FRIZZELL, FRIENDS FOR			24268	0	24268	Candidate Committees
14793	ORANGEBURG COUNTY DEMOCRATIC PARTY			24266.64	0	24266.64	Party Committees
11373	CORDOBA CORP			24251.36	0	24251.36	Uncoded
0		D000032427	Cdi	0	24251	24251	Uncoded
11808	DUGAN LAW FIRM			24250	0	24250	Lawyers & Lobbyists
13758	LOUIS BETZ & ASSOCIATES			24250	0	24250	Lawyers & Lobbyists
0		D000027747	MS Consultants	0	24250	24250	Uncoded
0		D000032059	Boston Museum of Fine Arts	0	24250	24250	Nonprofit Institutions
0		D000032251	Camcraft Inc	0	24250	24250	Uncoded
0		D000032981	CTR Global Counterterrorism Cooperation	0	24250	24250	Nonprofit Institutions
0		D000044432	JBS International	0	24231	24231	Miscellaneous Services
0		D000028838	Rural/Metro Corp	0	24215	24215	Uncoded
8946	SOUTH CAROLINA FUNERAL DIRECTORS ASSOCIATION			24200	0	24200	Miscellaneous Services
10240	BARNES JR ASSEMBLY CMTE, PETER J			24200	0	24200	Candidate Committees
11381	CORRADO AMERICAN			24200	0	24200	General Contractors
0		D000026552	Hunt Consolidated	0	24200	24200	Oil & Gas
0		D000031204	Zavarello & Davis	0	24200	24200	Uncoded
0		D000035771	Medina Consultants	0	24200	24200	Uncoded
0		D000043514	Schreeder, Wheeler & Flint	0	24200	24200	Lawyers & Lobbyists
0		D000043744	Chengwei Ventures	0	24200	24200	Uncoded
0		D000044540	Transoceanic Shipping	0	24200	24200	Sea Transport
2268	ROYAL PRINTING SERVICES			24190.85	0	24190.85	Printing & Publishing
497	CARLING TECHNOLOGIES	D000032343	Carling Technologies	85	24100	24185	Miscellaneous Manufacturing & Distributing
15573	ROBERTS, FRIENDS OF TOM			24175	0	24175	Candidate Committees
12123	FIRST WEBER GROUP			24174	0	24174	Real Estate
14069	MCPEAK 2006, CMTE TO REELECT			24168.06	0	24168.06	Candidate Committees
17045	WEIDNER, CITIZENS FOR JIM			24157.64	0	24157.64	Candidate Committees
11080	CITIZENS FOR A STRONGER 161ST DISTRICT			24150	0	24150	Other/Single Issue Groups
14910	PARENTS FAMILIES & FRIENDS OF LESBIANS AND GAYS (PFLAG) NATIONAL OFFICE			24150	0	24150	Gay/Lesbian Rights & Issues
16564	TIDEWATER BUILDERS ASSOCIATION			24150	0	24150	Home Builders
16820	VEND PAC			24150	0	24150	Retail Sales
0		D000030410	Thoroughbred Racing A	0	24150	24150	Gambling & Casinos
0		D000032210	C Lloyd Johnson Co	0	24150	24150	Uncoded
0		D000032330	Cardinal Investment	0	24150	24150	Securities & Investment
0		D000035125	Kirkland Co	0	24150	24150	Accountants
0		D000044593	Tuttle Click Automotive	0	24150	24150	Automotive
0		D000033764	Forum Systems	0	24130	24130	Computer Equipment & Services
0		D000043769	Intertech Group	0	24120	24120	Miscellaneous Manufacturing & Distributing
0		D000026618	Information Technology Assn of America	0	24105	24105	Uncoded
4057	OHIO MANUFACTURERS ASSOCIATION			24100.68	0	24100.68	Miscellaneous Manufacturing & Distributing
10255	BARTON MANAGEMENT INC			24100	0	24100	Uncoded
11980	EQUITABLE PRODUCTION CO			24100	0	24100	Oil & Gas
13448	KING FOR STATE SENATE, BRAD			24100	0	24100	Candidate Committees
14665	NY ASSOCIATES INC			24100	0	24100	Construction Services
15854	SECURITY PAC			24100	0	24100	Other/Single Issue Groups
17186	WISCONSIN PETROLEUM MARKETERS & CONVENIENCE STORE ASSOCIATION			24100	0	24100	Oil & Gas
0		D000031177	Yale Realty Services	0	24100	24100	Real Estate
0		D000031502	American Slide Chart	0	24100	24100	Uncoded
0		D000036840	Proficiency Testing Services	0	24100	24100	Miscellaneous Manufacturing & Distributing
0		D000044064	Folger, Levin & Kahn	0	24100	24100	Lawyers & Lobbyists
14045	MCILHINNEY, FRIENDS OF CHUCK			24080	0	24080	Candidate Committees
16108	SPECTRUM HEALTH			24080	0	24080	Hospitals & Nursing Homes
0		D000043133	Xsigo Systems	0	24068	24068	Computer Equipment & Services
14788	ORANGE COAST COLLEGE - ASSOCIATED STUDENTS			24055	0	24055	Uncoded
7676	MARYLAND ASSOCIATION OF CPAS			24050	0	24050	Accountants
0		D000023065	Lincoln Financial Advisors	0	24050	24050	Uncoded
0		D000032213	C&T Charters	0	24050	24050	Uncoded
0		D000032515	Chemex Corp	0	24050	24050	Chemical & Related Manufacturing
0		D000036908	Quest Inc	0	24050	24050	Uncoded
0		D000037008	Reeves & Brightwell	0	24050	24050	Lawyers & Lobbyists
11756	DONA ANA COUNTY REPUBLICAN PARTY			24031.58	0	24031.58	Party Committees
5748	AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS			24000	0	24000	Public Sector Unions
10833	CALTAGIRONE, FRIENDS OF			24000	0	24000	Candidate Committees
11023	CHEMNICK MOEN & GREENSTREET			24000	0	24000	Lawyers & Lobbyists
11085	CITIZENS FOR EXCELLENCE IN GOVERNMENT			24000	0	24000	Lawyers & Lobbyists
11139	CLOSTER FARMS INC			24000	0	24000	Crop Production & Basic Processing
11328	CONSERVATIVE PRINCIPLES PAC			24000	0	24000	Conservative Policy Organization
11513	DAIRYMANS LAND O LAKES			24000	0	24000	Dairy
12164	FLORIDA CRUISE LEADERSHIP CMTE			24000	0	24000	Sea Transport
12583	GREATER OKLAHOMA PAC			24000	0	24000	Party Committees
14145	MIAMI PROPERTIES			24000	0	24000	Real Estate
14833	OS CONSULTING LLC			24000	0	24000	Uncoded
15046	PETCO PETROLEUM CORP			24000	0	24000	Oil & Gas
15165	POLL PAC			24000	0	24000	Lawyers & Lobbyists
15184	POSTMUS, CMTE TO ELECT BILL			24000	0	24000	Candidate Committees
15262	PROPP, FUND OF BRIAN			24000	0	24000	Candidate Committees
